# THIS WAS GENERATED BY the_last_christmas.ipynb


tri, -40, -16, 119, -2, 5, e208, 206, 33CCFF
tri, -29, 39, 40, -2, 5, e208, 204, 33CCFF
tri, 40, -16, -119, 2, 5, e208, 203, 33CCFF
tri, 0, -46, 180, 2, 5, e208, 202, 33CCFF
singu, 41, 50, 0, 0, 0, e207, 216, 666666
singu, -56, -32, 0, 0, 0, e206, 218, 666666
singu, -43, 48, 0, 0, 0, e204, 215, 666666
singu, 56, -32, 0, 0, 0, e203, 217, 666666
singu, 0, -64, 0, 0, 0, e202, 214, 666666



rightTri, 0, 0, 0, 0, 0, e0, 300, 0066FFc, -2.60, 212.40, 0, 0, 0, e300, 301, FFFFFF
c, -3.90, 187.70, 0, 0, 0, e300, 302, FFFFFF
c, -14.20, 157.70, 0, 0, 0, e300, 303, FFFFFF
c, -32.30, 125.10, 0, 0, 0, e300, 304, FFFFFF
c, -59.40, 82.10, 0, 0, 0, e300, 305, FFFFFF
c, -80.00, 52.10, 0, 0, 0, e300, 306, FFFFFF
c, -96.80, 30.00, 0, 0, 0, e300, 307, FFFFFF
c, -117.40, 11.70, 0, 0, 0, e300, 308, FFFFFF
c, -140.60, -18.20, 0, 0, 0, e300, 309, FFFFFF
c, -160.00, -54.70, 0, 0, 0, e300, 310, FFFFFF
c, -178.10, -95.10, 0, 0, 0, e300, 311, FFFFFF
c, -178.10, -135.50, 0, 0, 0, e300, 312, FFFFFF
c, -163.90, -156.40, 0, 0, 0, e300, 313, FFFFFF
c, -134.20, -173.30, 0, 0, 0, e300, 314, FFFFFF
c, -96.80, -178.50, 0, 0, 0, e300, 315, FFFFFF
c, -73.50, -174.60, 0, 0, 0, e300, 316, FFFFFF
c, -40.00, -153.70, 0, 0, 0, e300, 317, FFFFFF
c, -3.90, -121.20, 0, 0, 0, e300, 318, FFFFFF
c, 18.10, -87.30, 0, 0, 0, e300, 319, FFFFFF
c, 40.00, -108.10, 0, 0, 0, e300, 320, FFFFFF
c, 52.90, -125.10, 0, 0, 0, e300, 321, FFFFFF
c, 86.50, -149.80, 0, 0, 0, e300, 322, FFFFFF
c, 112.30, -169.40, 0, 0, 0, e300, 323, FFFFFF
c, 145.80, -177.20, 0, 0, 0, e300, 324, FFFFFF
c, 166.50, -177.20, 0, 0, 0, e300, 325, FFFFFF
c, 191.00, -155.00, 0, 0, 0, e300, 326, FFFFFF
c, 203.90, -139.40, 0, 0, 0, e300, 327, FFFFFF
c, 206.50, -92.50, 0, 0, 0, e300, 328, FFFFFF
c, 200.00, -63.80, 0, 0, 0, e300, 329, FFFFFF
c, 183.20, -41.70, 0, 0, 0, e300, 330, FFFFFF
c, 161.30, -20.80, 0, 0, 0, e300, 331, FFFFFF
c, 141.90, 17.00, 0, 0, 0, e300, 332, FFFFFF
c, 129.00, 39.10, 0, 0, 0, e300, 333, FFFFFF
c, 105.80, 65.20, 0, 0, 0, e300, 334, FFFFFF
c, 83.90, 87.30, 0, 0, 0, e300, 335, FFFFFF
c, 65.80, 121.20, 0, 0, 0, e300, 336, FFFFFF
c, 49.00, 147.30, 0, 0, 0, e300, 337, FFFFFF
c, 33.50, 168.10, 0, 0, 0, e300, 338, FFFFFF
c, 19.40, 191.60, 0, 0, 0, e300, 339, FFFFFF
